Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
GLW,"Corning Inc",30.47,0.15,+0.49%,30.79,30.35,3036800,2023-09-29
SAND,"Sandstorm Gold Ltd",4.66,-0.07,-1.48%,4.83,4.55,3033800,2023-09-29
MA,"Mastercard Inc",395.91,-3.53,-0.88%,402.18,394.25,3032300,2023-09-29
PSTG,"Pure Storage Inc",35.62,0.51,+1.45%,35.83,35.37,3026100,2023-09-29
SLNO,"Soleno Therapeutics Inc",29.51,1.92,+6.96%,30.29,24.25,3020300,2023-09-29
APLD,"Applied Digital Corp",6.24,-0.09,-1.42%,6.58,6.1,3009500,2023-09-29
FNF,"Fidelity National Financial",41.3,-0.03,-0.07%,41.78,41.01,3007900,2023-09-29
UNH,"Unitedhealth Group Inc",504.19,-5.91,-1.16%,509.88,503.8,3006200,2023-09-29
WRK,"Westrock Company",35.8,-0.39,-1.08%,36.41,35.67,3005400,2023-09-29
CPB,"Campbell Soup Company",41.08,-0.18,-0.44%,41.45,40.92,3002800,2023-09-29
ACAD,"Acadia Pharmaceutica",20.84,-0.69,-3.20%,21.64,20.54,2991000,2023-09-29
PEG,"Public Service Enterprise Group Inc",56.91,0.25,+0.44%,57.33,56.41,2980200,2023-09-29
CYH,"Community Health Systems",2.9,0.15,+5.45%,3.02,2.82,2970900,2023-09-29
LLY,"Eli Lilly and Company",537.13,-7.32,-1.34%,546.09,532.2,2967700,2023-09-29
ICE,"Intercontinental Exchange",110.02,-0.8,-0.72%,111.44,109.26,2960800,2023-09-29
BUD,"Anheuser-Busch Inbev S.A. ADR",55.3,1.74,+3.25%,55.83,55.29,2942800,2023-09-29
GEVO,"Gevo Inc",1.19,0.02,+1.71%,1.19,1.14,2928200,2023-09-29
ZION,"Zions Bancorp",34.89,0.94,+2.77%,35.74,34.39,2926800,2023-09-29
AGEN,"Agenus Inc",1.13,0.01,+0.89%,1.15,1.09,2919100,2023-09-29
ELAN,"Elanco Animal Health Inc",11.24,0.05,+0.45%,11.38,11.21,2917100,2023-09-29
AFL,"Aflac Inc",76.75,-0.92,-1.18%,77.7,76.34,2916900,2023-09-29
AIG,"American International Group",60.6,-0.68,-1.11%,61.4,60.22,2913900,2023-09-29
EIX,"Edison International",63.29,-0.3,-0.47%,64.32,62.23,2901500,2023-09-29
EQH,"Axa Equitable Holdings Inc",28.39,0.29,+1.03%,28.75,28.25,2879000,2023-09-29
CEG,"Constellation Energy Corp",109.08,-0.24,-0.22%,110.71,108.64,2867600,2023-09-29
CTSH,"Cognizant Tech Sol",67.74,-0.1,-0.15%,68.41,67.49,2866200,2023-09-29
ALLO,"Allogene Therapeutics Inc",3.17,-0.24,-7.04%,3.47,3.08,2859800,2023-09-29
CBAY,"Cymabay Therapeutics",14.91,-0.66,-4.24%,15.91,14.88,2857000,2023-09-29
APH,"Amphenol Corp",83.99,-0.09,-0.11%,84.91,83.85,2854500,2023-09-29
DHT,"Dht Holdings",10.3,0.23,+2.28%,10.37,10.1,2846900,2023-09-29
PSX,"Phillips 66",120.15,-3.23,-2.62%,123.44,119.48,2841900,2023-09-29
CPRI,"Capri Holdings Ltd",52.61,-0.11,-0.21%,52.88,52.51,2841000,2023-09-29
BNS,"Bank of Nova Scotia",45.59,-0.36,-0.78%,46.24,45.42,2838600,2023-09-29
BBWI,"Bath & Body Works Inc",33.8,0.59,+1.78%,34.21,33.55,2837100,2023-09-29
UDR,"United Dominion Realty Trust",35.67,0,0.00%,36.35,35.37,2829400,2023-09-29
ZM,"Zoom Video Communications Cl A",69.94,1.61,+2.36%,71.08,69.12,2824900,2023-09-29
ABR,"Arbor Realty Trust",15.18,-0.05,-0.33%,15.44,15.15,2820900,2023-09-29
PENN,"Penn Entertainment Inc",22.95,-0.11,-0.48%,23.45,22.89,2811200,2023-09-29
TRP,"Tc Energy Corp",34.41,-0.19,-0.55%,34.99,34.36,2810300,2023-09-29
UPWK,"Upwork Inc",11.36,-0.14,-1.22%,11.78,11.23,2809900,2023-09-29
CMS,"Cms Energy Corp",53.11,0.41,+0.78%,53.65,52.81,2807400,2023-09-29
TMUS,"T-Mobile US",140.05,0.35,+0.25%,140.89,139.56,2804700,2023-09-29
CLX,"Clorox Company",131.06,2.44,+1.90%,131.58,127.29,2803000,2023-09-29
DRH,"Diamondrock Hospitality Company",8.03,-0.06,-0.74%,8.17,7.96,2798400,2023-09-29
ADBE,"Adobe Systems Inc",509.9,5.23,+1.04%,518.58,505.44,2796300,2023-09-29
CLOV,"Clover Health Investments Corp",1.08,-0.01,-0.92%,1.1104,1.07,2788400,2023-09-29
STM,"Stmicroelectronics N.V. ADR",43.16,0.45,+1.05%,43.89,42.98,2784600,2023-09-29
MQ,"Marqeta Inc Cl A",5.98,0.01,+0.17%,6.16,5.94,2782800,2023-09-29
PACW,"Pacwest Bancorp",7.91,0.15,+1.93%,8.12,7.79,2774000,2023-09-29
OTLY,"Oatly Group Ab ADR",0.8961,0.0161,+1.83%,0.9149,0.8741,2770500,2023-09-29
HUN,"Huntsman Corp",24.4,0.2,+0.83%,24.73,24.31,2764600,2023-09-29
RPRX,"Royalty Pharma Plc Cl A",27.14,0.36,+1.34%,27.37,26.6,2763500,2023-09-29
VIPS,"Vipshop Holdings Ltd ADR",16.01,0.09,+0.57%,16.32,15.95,2748200,2023-09-29
LBTYK,"Liberty Global Ord C",18.56,0.19,+1.03%,18.73,18.42,2748000,2023-09-29
DASH,"Doordash Inc Cl A",79.47,1.67,+2.15%,80.92,78.65,2747000,2023-09-29
RITM,"Rithm Capital Corp",9.29,0.03,+0.32%,9.4,9.28,2745500,2023-09-29
MAC,"Macerich Company",10.91,-0.44,-3.88%,11.6,10.65,2739100,2023-09-29
TRMB,"Trimble Navigation",53.86,1.45,+2.77%,55.54,53.79,2734100,2023-09-29
SPLK,"Splunk Inc",146.25,-0.26,-0.18%,146.85,146.15,2730400,2023-09-29
YMM,"Full Truck Alliance Ltd ADR",7.04,0.07,+1.00%,7.29,7,2723100,2023-09-29
XP,"XP Inc Cl A",23.05,0.07,+0.30%,23.38,22.93,2722100,2023-09-29
ENPH,"Enphase Energy Inc",120.15,0.13,+0.11%,124.68,118.93,2704800,2023-09-29
ADI,"Analog Devices",175.09,-1.32,-0.75%,178.61,174.13,2703800,2023-09-29
HUBC,"Hub Cyber Security Ltd",0.234,0.0137,+6.22%,0.288,0.203,2700600,2023-09-29
TRIP,"Tripadvisor Inc",16.58,-0.01,-0.06%,16.86,16.53,2698500,2023-09-29
CAPR,"Capricor Therap",3.42,-2.39,-41.19%,3.89,3.31,2688700,2023-09-29
RGTI,"Rigetti Computing Inc",1.33,0.02,+1.53%,1.38,1.29,2682300,2023-09-29
HE,"Hawaiian Electric Industries",12.31,-0.15,-1.20%,12.65,12.07,2677800,2023-09-29
UBS,"UBS Group Ag ADR",24.65,-0.05,-0.20%,24.94,24.58,2676700,2023-09-29
CPG,"Crescent Pt Energy",8.3,-0.06,-0.72%,8.43,8.26,2672500,2023-09-29
ADD,"Color Star Tech Ltd",1.02,-0.489,-32.41%,1.51,0.9,2670600,2023-09-29
FSM,"Fortuna Silver Mines",2.72,-0.01,-0.37%,2.84,2.67,2665900,2023-09-29
PAGS,"Pagseguro Digital Ltd Cl A",8.61,-0.05,-0.58%,8.95,8.5,2664700,2023-09-29
SPWR,"Sunpower Corp",6.17,0.07,+1.15%,6.45,6.07,2663400,2023-09-29
PK,"Park Hotels & Resorts Inc",12.32,-0.2,-1.60%,12.71,12.23,2659500,2023-09-29
TU,"Telus Corp",16.34,-0.07,-0.43%,16.56,16.33,2652200,2023-09-29
TTD,"Trade Desk Inc",78.15,0.46,+0.59%,79.46,77.79,2643600,2023-09-29
LW,"Lamb Weston Holdings Inc",92.46,0.27,+0.29%,92.94,91.72,2629700,2023-09-29
NVO,"Novo Nordisk A/S ADR",90.94,-0.58,-0.63%,92.57,90.62,2629400,2023-09-29
SYY,"Sysco Corp",66.05,-0.47,-0.71%,67.28,65.95,2625300,2023-09-29
CHGG,"Chegg Inc",8.92,-0.02,-0.22%,9.18,8.88,2621600,2023-09-29
HR,"Healthcare Realty Trust Inc.",15.27,0.21,+1.39%,15.44,15.19,2619300,2023-09-29
HLX,"Helix Energy Solutions Group",11.17,-0.21,-1.85%,11.37,10.97,2616300,2023-09-29
YUM,"Yum! Brands",124.94,0.86,+0.69%,125.35,124.26,2610100,2023-09-29
FBP,"First Bancorp",13.46,-0.19,-1.39%,13.85,13.43,2606500,2023-09-29
EVRG,"Evergy Inc",50.7,0.28,+0.56%,51.38,50.43,2605500,2023-09-29
NVTS,"Navitas Semiconductor Corp",6.95,0.13,+1.91%,7.07,6.82,2601300,2023-09-29
LBTYA,"Liberty Global Ord A",17.12,0.08,+0.47%,17.36,17.04,2600600,2023-09-29
CRWD,"Crowdstrike Holdings Inc",167.38,2.13,+1.29%,169.51,166.97,2599700,2023-09-29
BLUE,"Bluebird Bio",3.04,0.02,+0.66%,3.16,2.97,2598700,2023-09-29
MPLX,"Mplx LP",35.57,0.05,+0.14%,35.65,35.43,2597400,2023-09-29
NOMD,"Nomad Foods Ltd",15.22,-0.06,-0.39%,15.38,15.12,2592800,2023-09-29
GH,"Guardant Health Inc",29.64,-0.42,-1.40%,30.66,28.47,2584500,2023-09-29
IMVT,"Immunovant Inc",38.39,-1.4,-3.52%,40.74,37.97,2572900,2023-09-29
IP,"International Paper Company",35.47,0.12,+0.34%,35.85,35.32,2564900,2023-09-29
BXMT,"Blackstone Mortgage Trust Inc Cl A",21.75,-0.03,-0.14%,22.12,21.46,2558500,2023-09-29
VKTX,"Viking Thera",11.07,-0.15,-1.34%,11.92,10.98,2558500,2023-09-29
BHVN,"Biohaven Ltd",26.01,0,0.00%,27.4,25.65,2555600,2023-09-29
MORF,"Morphic Holding Inc",22.91,0.42,+1.87%,24.36,21.15,2548000,2023-09-29
NWSA,"News Corp Cl A",20.06,0.08,+0.40%,20.23,19.97,2545500,2023-09-29
DEN,"Denbury Inc",98.01,-1.67,-1.68%,99.79,97.32,2544400,2023-09-29
INDI,"Indie Semiconductor Cl A",6.3,-0.01,-0.16%,6.57,6.22,2541500,2023-09-29
ROL,"Rollins Inc",37.33,-0.32,-0.85%,38.17,37.29,2537700,2023-09-29
CLNE,"Clean Energy Fuels",3.83,0.14,+3.79%,3.87,3.7,2533000,2023-09-29
CLS,"Celestica Inc",24.52,0.1,+0.41%,25.26,24.34,2531300,2023-09-29
AMT,"American Tower Corp",164.45,2.13,+1.31%,165.99,163.71,2529200,2023-09-29
FOXA,"Fox Corp Cl A",31.2,0.06,+0.19%,31.56,31.08,2524700,2023-09-29
TUP,"Tupperware Corp",1.4,-0.17,-10.83%,1.62,1.38,2519000,2023-09-29
WDC,"Western Digital Cp",45.63,-0.17,-0.37%,46.17,45.54,2512100,2023-09-29
GCT,"Gigacloud Technology Inc Cl A",8.81,1.12,+14.56%,9.05,7.35,2503000,2023-09-29
CNK,"Cinemark Holdings Inc",18.35,0.16,+0.88%,18.59,18.16,2502800,2023-09-29
MVST,"Microvast Hldgs Inc",1.89,0.03,+1.61%,1.945,1.855,2493600,2023-09-29
SSYS,"Stratasys Ltd",13.61,0.4,+3.03%,13.68,12.98,2488400,2023-09-29
CHRS,"Coherus Bio",3.74,-0.13,-3.36%,3.93,3.72,2486400,2023-09-29
ASAN,"Asana Inc Cl A",18.31,-0.13,-0.70%,19.14,18.23,2479500,2023-09-29
ARAV,"Aravive Inc",0.132,0.0007,+0.53%,0.1359,0.128,2477400,2023-09-29
CWEN,"Clearway Energy Inc Cl C",21.16,0.37,+1.78%,21.55,20.91,2477300,2023-09-29
SWKS,"Skyworks Solutions",98.59,0.7,+0.72%,100.72,98.32,2476600,2023-09-29
PAYO,"Payoneer Global Inc",6.12,-0.01,-0.16%,6.24,6.05,2476400,2023-09-29
ROST,"Ross Stores Inc",112.95,1.14,+1.02%,114.16,112.22,2476000,2023-09-29
SGMO,"Sangamo Therapeutics",0.5998,0.0225,+3.90%,0.6482,0.58,2471000,2023-09-29
RDFN,"Redfin Corp",7.04,0.04,+0.57%,7.42,6.97,2466400,2023-09-29
KT,"Korea Telecom Corp ADR",12.82,-0.01,-0.08%,12.99,12.8,2465700,2023-09-29
ETNB,"89Bio Inc",15.44,0,0.00%,15.6,14.73,2464100,2023-09-29
UGI,"Ugi Corp",23,-0.42,-1.79%,23.85,22.95,2462300,2023-09-29
PBF,"PBF Energy Inc",53.53,-1.68,-3.04%,55.24,53.1,2459100,2023-09-29
OLPX,"Olaplex Holdings Inc",1.95,0.07,+3.72%,1.99,1.9,2456800,2023-09-29
FNB,"F.N.B. Corp",10.79,0.15,+1.41%,10.92,10.7,2451500,2023-09-29
DXC,"Dxc Technology Company",20.83,0.36,+1.76%,21.06,20.61,2450700,2023-09-29
PRST,"Presto Automation Inc",1.43,-0.965,-40.29%,2.505,1.35,2447000,2023-09-29
EXK,"Endeavour Silver Corp",2.43,0.02,+0.83%,2.52,2.35,2439500,2023-09-29
MTG,"Mgic Investment Corp",16.69,-0.25,-1.48%,17.04,16.68,2439100,2023-09-29
PGR,"Progressive Corp",139.3,-1.11,-0.79%,140.5,138.84,2434900,2023-09-29
LBRT,"Liberty Energy Inc",18.52,-0.29,-1.54%,18.82,18.36,2434000,2023-09-29
APLE,"Apple Hospitality REIT Inc",15.34,-0.15,-0.97%,15.65,15.24,2432600,2023-09-29
FYBR,"Frontier Communications Parent Inc",15.65,0.39,+2.56%,15.92,15.4,2430900,2023-09-29
WOLF,"Wolfspeed Inc",38.1,0.33,+0.87%,39.3,37.75,2419400,2023-09-29
EXTR,"Extreme Networks",24.21,-0.19,-0.78%,24.74,24.12,2417100,2023-09-29
MMC,"Marsh & Mclennan Companies",190.3,-3.1,-1.60%,195.16,189.3,2408500,2023-09-29
SHO,"Sunstone Hotel Investors",9.35,-0.15,-1.58%,9.58,9.28,2397600,2023-09-29
NINE,"Nine Energy Service Inc",4.12,-0.41,-9.05%,4.43,3.84,2388800,2023-09-29
FI,"Fiserv Inc",112.96,-0.59,-0.52%,114.32,112.53,2376600,2023-09-29
FDX,"Fedex Corp",264.92,-1.52,-0.57%,270.46,263.65,2374200,2023-09-29
LXP,"Lxp Industrial Trust",8.9,-0.07,-0.78%,9.15,8.86,2371100,2023-09-29
DOC,"Physicians Realty Trust",12.19,0.12,+0.99%,12.34,12.09,2368900,2023-09-29
ADM,"Archer Daniels Midland",75.42,-0.62,-0.82%,76.33,74.92,2366500,2023-09-29
RES,"RPC Inc",8.94,-0.29,-3.14%,9.28,8.7,2360700,2023-09-29
FRSH,"Freshworks Inc Cl A",19.92,0.36,+1.84%,20.33,19.81,2358100,2023-09-29
VLY,"Valley National Bancorp",8.56,0.1,+1.18%,8.7,8.51,2350100,2023-09-29
EAF,"Graftech International Ltd",3.83,0.08,+2.13%,3.84,3.72,2342000,2023-09-29
VTR,"Ventas Inc",42.13,-0.07,-0.17%,42.81,41.71,2339600,2023-09-29
AEM,"Agnico-Eagle Mines Ltd",45.45,-0.14,-0.31%,46.45,45.01,2338400,2023-09-29
PHUN,"Phunware Inc",0.1789,0.0027,+1.53%,0.19,0.173,2337800,2023-09-29
OTLK,"Outlook Therapeutics Inc",0.221,0.0028,+1.28%,0.2223,0.215,2334200,2023-09-29
SKX,"Skechers U.S.A.",48.95,1.09,+2.28%,50.62,48.91,2332800,2023-09-29
HWM,"Howmet Aerospace Inc",46.25,-0.23,-0.49%,47.13,46.06,2331700,2023-09-29
CRBG,"Corebridge Financial Inc",19.75,-0.08,-0.40%,20.2,19.71,2328100,2023-09-29
AUPH,"Aurinia Pharm Ord",7.77,-0.11,-1.40%,7.98,7.65,2327200,2023-09-29
TSN,"Tyson Foods",50.49,0.56,+1.12%,50.86,49.97,2321200,2023-09-29
CAH,"Cardinal Health",86.82,-0.98,-1.12%,87.8,86.72,2318700,2023-09-29
WPC,"W.P. Carey & Company Llc",54.08,-0.6,-1.10%,55.41,53.68,2316900,2023-09-29
DD,"Dupont Denemours Inc",74.59,0.05,+0.07%,75.46,74.46,2315900,2023-09-29
OBDC,"Blue Owl Capital Corp",13.85,-0.03,-0.22%,14.08,13.84,2315300,2023-09-29
GNTX,"Gentex Corp",32.54,0.35,+1.09%,32.85,32.26,2314600,2023-09-29
SWK,"Stanley Black & Decker Inc",83.58,-0.18,-0.21%,84.75,82.7,2305500,2023-09-29
LNC,"Lincoln National Corp",24.69,0.69,+2.88%,25,24.26,2305400,2023-09-29
LOW,"Lowe's Companies",207.84,0.06,+0.03%,210.38,207.3,2304800,2023-09-29
OLN,"Olin Corp",49.98,1.48,+3.05%,50.42,48.75,2303000,2023-09-29
ZS,"Zscaler Inc",155.59,4.67,+3.09%,159.39,153.55,2298600,2023-09-29
KNX,"Knight-Swift Transporation Inc",50.15,0.37,+0.74%,50.41,49.82,2298500,2023-09-29
OSCR,"Oscar Health Inc Cl A",5.57,0.03,+0.54%,5.64,5.41,2297900,2023-09-29
HDB,"Hdfc Bank Ltd ADR",59.01,-0.12,-0.20%,59.58,58.88,2295700,2023-09-29
DK,"Delek US Holdings",28.41,-1.24,-4.18%,29.59,28.19,2293000,2023-09-29
BLDP,"Ballard Power Sys",3.67,0.08,+2.23%,3.69,3.58,2291700,2023-09-29
OP,"Oceanpal Inc",2.93,0.79,+36.92%,3.33,2.22,2288500,2023-09-29
W,"Wayfair Inc",60.57,0.87,+1.46%,62.29,60.28,2286700,2023-09-29
TWNK,"Hostess Brands Inc",33.31,-0.09,-0.27%,33.43,33.3,2285400,2023-09-29
OKTA,"Okta Inc Cl A",81.51,0.05,+0.06%,83.89,80.91,2279400,2023-09-29
CWK,"Cushman & Wakefield Plc",7.62,0.1,+1.33%,7.73,7.45,2276000,2023-09-29
GLG,"China Bat Group Inc",0.1439,0.0023,+1.62%,0.1524,0.1425,2271000,2023-09-29
MTTR,"Matterport Inc",2.17,0.02,+0.93%,2.22,2.16,2267800,2023-09-29
DLR,"Digital Realty Trust",121.02,2.48,+2.09%,123.18,119.96,2266100,2023-09-29
CZR,"Caesars Entertainment Inc",46.35,-0.43,-0.92%,48.18,46.2,2259700,2023-09-29
CAT,"Caterpillar Inc",273,-3.24,-1.17%,279.55,271.36,2257800,2023-09-29
PANW,"Palo Alto Networks Inc",234.44,-0.74,-0.31%,238.34,234.04,2248200,2023-09-29
UNP,"Union Pacific Corp",203.63,-0.48,-0.24%,205.88,203.32,2246700,2023-09-29
GTES,"Gates Industrial Corp Plc",11.61,-0.1,-0.85%,11.83,11.6,2241300,2023-09-29
CNM,"Core & Main Inc Cl A",28.85,-0.16,-0.55%,29.41,28.84,2240900,2023-09-29
FLJ,"Flj Group Ltd ADR",0.2249,0.0063,+2.88%,0.25,0.1992,2238800,2023-09-29
MCRB,"Seres Therapeutics Inc",2.38,-0.01,-0.42%,2.46,2.3,2238300,2023-09-29
GENI,"Genius Sports Ltd",5.33,0.06,+1.14%,5.36,5.24,2238300,2023-09-29
ELP,"Companhia Paranaense DE Energia [Copel] ADR",8.77,0.09,+1.04%,8.89,8.72,2234900,2023-09-29
CNX,"CNX Resources Corp",22.58,-0.24,-1.05%,22.87,22.5,2232700,2023-09-29
CF,"Cf Industries Holdings",85.74,-0.23,-0.27%,87.37,85.44,2231400,2023-09-29
BHP,"Bhp Billiton Ltd ADR",56.88,-0.32,-0.56%,57.56,56.74,2231200,2023-09-29
SPG,"Simon Property Group",108.03,-0.8,-0.74%,110.68,107.1,2228800,2023-09-29
EXPE,"Expedia Group Inc",103.07,0.49,+0.48%,104.7,102.58,2227900,2023-09-29
AEG,"Aegon N.V. ADR",4.8,0.06,+1.27%,4.85,4.78,2226200,2023-09-29
BBAI,"Bigbear.Ai Holdings Inc",1.51,0.08,+5.59%,1.55,1.45,2223200,2023-09-29
WIT,"Wipro Ltd ADR",4.84,-0.01,-0.21%,4.92,4.84,2221700,2023-09-29
UL,"Unilever Plc ADR",49.4,0.2,+0.41%,49.86,49.27,2213900,2023-09-29
GRTX,"Galera Therapeutics Inc",0.1751,-0.0053,-2.94%,0.1824,0.1731,2207400,2023-09-29
AVDX,"Avidxchange Holdings Inc",9.48,0.05,+0.53%,9.75,9.43,2205700,2023-09-29
ILMN,"Illumina Inc",137.28,4.93,+3.72%,138.34,133.42,2204000,2023-09-29
ACIC,"American Coastal Insurance Corp",7.36,-0.01,-0.20%,7.6,7.32,2201400,2023-09-29
DEI,"Douglas Emmett",12.76,0.14,+1.11%,12.94,12.66,2195700,2023-09-29
IFBD,"Infobird Company Ltd",0.1062,0.0033,+3.21%,0.1095,0.1007,2189400,2023-09-29
RY,"Royal Bank of Canada",87.44,-0.58,-0.66%,88.78,87.34,2184500,2023-09-29
ESTC,"Elastic N.V.",81.24,2.17,+2.74%,82.28,80,2182200,2023-09-29
TNXP,"Tonix Pharm Holdings",0.545,-0.1535,-21.98%,0.56,0.4925,2168700,2023-09-29
AXTA,"Axalta Coating Systems Ltd",26.9,-0.39,-1.43%,27.6,26.8,2168200,2023-09-29
SCI,"Service Corp International",57.14,0.57,+1.01%,57.95,57.01,2164400,2023-09-29
ALDX,"Aldeyra Therapeu",6.68,0.42,+6.71%,6.74,6.26,2161900,2023-09-29
BIG,"Big Lots",5.11,0.27,+5.58%,5.22,4.95,2154500,2023-09-29
EL,"Estee Lauder Companies",144.55,2.6,+1.83%,147.37,143.7,2148700,2023-09-29
DINO,"HF Sinclair Corp",56.93,-1.7,-2.90%,58.78,56.62,2148700,2023-09-29
BSFC,"Blue Star Foods Corp",0.26,0.0229,+9.66%,0.299,0.235,2148100,2023-09-29
ME,"23Andme Holding Co.",0.9777,-0.0423,-4.15%,1.04,0.9617,2147800,2023-09-29
INMD,"Inmode Ltd",30.46,-0.49,-1.58%,31.39,30.08,2146200,2023-09-29
RLX,"Rlx Technology Inc ADR",1.51,-0.02,-1.31%,1.57,1.51,2146100,2023-09-29
MT,"Arcelormittal ADR",25.03,-0.09,-0.36%,25.39,24.92,2140800,2023-09-29
FSLY,"Fastly Inc",19.17,0.44,+2.35%,19.53,18.86,2139400,2023-09-29
BF.B,"Brown Forman Inc Cl B",57.69,0.6,+1.05%,58.17,57.21,2138400,2023-09-29
EBR,"Centrais Electricas Brazil ADR",7.31,0.16,+2.24%,7.32,7.22,2136300,2023-09-29
EXEL,"Exelixis Inc",21.85,-0.54,-2.41%,22.42,21.8,2135400,2023-09-29
BOWL,"Bowlero Corp Cl A",9.62,0.1,+1.05%,9.76,9.56,2131500,2023-09-29
DE,"Deere & Company",377.38,-7.35,-1.91%,386.98,375.72,2124300,2023-09-29
DHI,"D.R. Horton",107.47,-1.45,-1.33%,110.49,106.97,2122500,2023-09-29
AMGN,"Amgen Inc",268.76,-2.06,-0.76%,271,267.22,2118100,2023-09-29
NAPA,"The Duckhorn Portfolio Inc",10.26,-0.86,-7.73%,11.17,10.24,2115300,2023-09-29
CP,"Canadian Pacific Kansas City Ltd",74.41,-0.23,-0.31%,75.71,74.26,2112900,2023-09-29
NEXT,"Nextdecade Corp",5.12,-0.1,-1.92%,5.23,5.07,2110400,2023-09-29
BILL,"Bill Holdings Inc",108.57,4.31,+4.13%,109.86,105.98,2109500,2023-09-29
MFC,"Manulife Financial Corp",18.28,-0.19,-1.03%,18.66,18.26,2099800,2023-09-29
INVZ,"Innoviz Technologies Ltd",1.95,0.04,+2.09%,2,1.9,2098300,2023-09-29
AMX,"America Movil S.A.B. DE C.V. ADR",17.32,0.1,+0.58%,17.59,17.3,2096600,2023-09-29
EQNR,"Equinor ASA ADR",32.79,-0.19,-0.58%,33.32,32.72,2087400,2023-09-29
DFS,"Discover Financial Services",86.63,0.3,+0.35%,87.6,86.06,2081600,2023-09-29
MGY,"Magnolia Oil & Gas Corp",22.91,-0.29,-1.25%,23.4,22.9,2081300,2023-09-29
CBRE,"CBRE Group Inc",73.86,0.56,+0.76%,74.85,73.57,2080700,2023-09-29
EQR,"Equity Residential",58.71,-0.06,-0.10%,59.76,58.15,2078700,2023-09-29
ULCC,"Frontier Group Holdings Inc",4.84,0.01,+0.21%,4.94,4.8,2078500,2023-09-29
GWH,"Ess Tech Inc",1.88,-0.08,-4.08%,2,1.8102,2078400,2023-09-29
FREY,"Freyr Battery",4.89,-0.12,-2.40%,5.1,4.84,2070300,2023-09-29
YPF,"Ypf Sociedad Anonima ADR",12.25,-0.37,-2.93%,12.74,12.21,2069400,2023-09-29
FIVE,"Five Below Inc",160.9,3.56,+2.26%,163.39,159.25,2066900,2023-09-29
VSCO,"Victorias Secret & Co.",16.68,0.37,+2.27%,17.09,16.45,2066200,2023-09-29
RXRX,"Recursion Pharmaceuticals Inc Cl A",7.65,-0.12,-1.54%,8.04,7.63,2065800,2023-09-29
ING,"ING Groep N.V. ADR",13.18,-0.04,-0.30%,13.36,13.15,2065100,2023-09-29
